protein,DDA_APT_D5_1,DDA_APT_D5_2,DDA_APT_D5_3,DDA_APT_D6_1,DDA_APT_D6_2,DDA_APT_D6_3,DDA_APT_F7_1,DDA_APT_F7_2,DDA_APT_F7_3,DDA_APT_M8_1,DDA_APT_M8_2,DDA_APT_M8_3,DDA_FDU_D5_1,DDA_FDU_D5_2,DDA_FDU_D5_3,DDA_FDU_D6_1,DDA_FDU_D6_2,DDA_FDU_D6_3,DDA_FDU_F7_1,DDA_FDU_F7_2,DDA_FDU_F7_3,DDA_FDU_M8_1,DDA_FDU_M8_2,DDA_FDU_M8_3,DDA_NVG_D5_1,DDA_NVG_D5_2,DDA_NVG_D5_3,DDA_NVG_D6_1,DDA_NVG_D6_2,DDA_NVG_D6_3,DDA_NVG_F7_1,DDA_NVG_F7_2,DDA_NVG_F7_3,DDA_NVG_M8_1,DDA_NVG_M8_2,DDA_NVG_M8_3,DIA_APT_D5_1,DIA_APT_D5_2,DIA_APT_D5_3,DIA_APT_D6_1,DIA_APT_D6_2,DIA_APT_D6_3,DIA_APT_F7_1,DIA_APT_F7_2,DIA_APT_F7_3,DIA_APT_M8_1,DIA_APT_M8_2,DIA_APT_M8_3,DIA_BGI_D5_1,DIA_BGI_D5_2,DIA_BGI_D5_3,DIA_BGI_D6_1,DIA_BGI_D6_2,DIA_BGI_D6_3,DIA_BGI_F7_1,DIA_BGI_F7_2,DIA_BGI_F7_3,DIA_BGI_M8_1,DIA_BGI_M8_2,DIA_BGI_M8_3,DIA_FDU_D5_1,DIA_FDU_D5_2,DIA_FDU_D5_3,DIA_FDU_D6_1,DIA_FDU_D6_2,DIA_FDU_D6_3,DIA_FDU_F7_1,DIA_FDU_F7_2,DIA_FDU_F7_3,DIA_FDU_M8_1,DIA_FDU_M8_2,DIA_FDU_M8_3
26S protease regulatory subunit 6A,6.9923962183592,6.7840563114939,6.02793049154643,7.68753151696573,7.01419249004435,6.73089632813171,7.37377761055886,6.6199150007315,6.67145824791545,7.2507015120301,6.90783422184094,6.79121685247806,6.8925234649385,6.25420554296275,6.61668780053138,7.82632630056582,7.24263802802839,7.50278434187466,7.36694853096768,7.58324934015358,7.06518044030343,7.15673462915355,7.11625893270987,6.84007739446864,6.42655458700146,6.63942386542081,6.41263901205455,7.08230827694398,7.00752555556484,6.95085299638471,6.91904142187372,7.03211066190518,7.06649186927543,6.96548925206671,6.8358594466167,6.70231901020001,7.29915135474797,7.10355001506675,7.19081438090095,7.83570668799706,7.86049222338801,8.16817628186627,7.70506852215369,8.02239352592971,7.92805426228209,7.54955093542405,7.76292546441911,7.95848337500945,6.16911892082965,6.2056516557619,6.63307013613759,6.64914261247534,6.78030107791972,6.97380621032778,6.49426703536475,7.27230771912593,7.18067791893817,6.6622559730627,6.87585624795851,6.97668843673989,6.81572713037357,6.87783495761811,6.92680657282147,7.42765548005229,7.27405372003417,7.47900164137665,7.24890054051716,7.46267027997201,7.5298741715091,7.17508195702108,7.34009694607522,7.37336602651228
26S protease regulatory subunit 6B,6.89193515308147,6.68449699445725,5.94950636702704,7.57850588028435,6.91912321759317,6.64365394693722,7.26679779673189,6.53030426390666,6.58800578606906,7.14686809195972,6.81085190275477,6.70259737782181,6.8014616694875,6.18859841252575,6.53467877153299,7.72039580199581,7.14801669156074,7.41109722979891,7.26707179047001,7.48796005967123,6.98484454615896,7.06372797487544,7.02905822180984,6.76129444180953,6.34367079796927,6.55364023111364,6.32729170517148,6.99098556169021,6.91817822642424,6.85788265189896,6.83061706144329,6.94137351513327,6.97439595125554,6.87528440888874,6.74312765513752,6.61596052559655,7.18727027524026,6.98757586880021,7.07306391292071,7.71276276635017,7.73252015536653,8.03418381279281,7.58042534568887,7.88860603880385,7.79393272142765,7.43429899916721,7.63934312897094,7.82959064011054,6.09829718312643,6.13575117623614,6.54770817030617,6.57102302163097,6.69798021103326,6.88097798807233,6.4210281701484,7.16140738594045,7.08350430326875,6.58899309465432,6.7917232995069,6.88968542429695,6.71689458623598,6.77757086938584,6.82461767756864,7.31500808397718,7.16776562809658,7.36473667242887,7.14276264334466,7.34905678316059,7.41380269117897,7.07407178887433,7.23349517631946,7.26095122527713
26S protease regulatory subunit 7,6.89864832809317,6.69719909646976,5.97024249174786,7.58228854234107,6.91808937790312,6.64002663945205,7.27351579363198,6.53065118466981,6.5944959189724,7.15059349781462,6.81732803753918,6.70511273308101,6.79939120875716,6.1933359712728,6.52933337114031,7.71713208877426,7.14249470990343,7.40246353991186,7.2633905456181,7.48068529511586,6.97199449041119,7.0580770156837,7.02297946983475,6.75716834724308,6.33614392164255,6.54601927392351,6.3189910084608,6.98491109639602,6.91131295137754,6.85188520271525,6.82345002607434,6.93416102759863,6.96787725282698,6.86723123207805,6.73734629966542,6.60794367014277,7.19940490151162,7.00703861836732,7.09291505280504,7.7233206826339,7.74659794907985,8.04943152757905,7.59449967793784,7.90810039775643,7.81417642478919,7.44262339687805,7.65053659046869,7.84404481506376,6.14236436946631,6.16927760784336,6.56696214502677,6.58733332537816,6.70989761393164,6.89716924634373,6.43820178173871,7.18782321129635,7.09208542717548,6.60082194806398,6.80392133116981,6.90648771233305,6.75482300439592,6.80526754572657,6.84910175926509,7.33425565355274,7.18668685957409,7.38027928586747,7.1598735687611,7.36427280057435,7.42474598472147,7.09407786155445,7.25045431562495,7.27995504919664
26S protease regulatory subunit 8,7.18604419434676,6.9785454472603,6.24016988503352,7.87554578092365,7.20681339252222,6.9285608881464,7.56419725429363,6.81591165956617,6.87859348355116,7.43995819913101,7.10203260062337,6.98906558131457,7.08401139667209,6.4701670147353,6.81344387510324,8.00667908012608,7.42990126177206,7.69545829638448,7.55153168991789,7.77164580040783,7.26249525165917,7.34639789415831,7.31301646372576,7.04274278310579,6.62392877933394,6.83199660340643,6.60591358224143,7.27260598245002,7.19871868815501,7.13877269041937,7.11292956609622,7.22152376627467,7.2555324335329,7.15436980680484,7.02307621462144,6.8937095024636,7.4878765064382,7.29057179575496,7.37849263700867,8.01878875439154,8.04214362685967,8.34732772592907,7.88825251445547,8.2049802954979,8.11045992136257,7.73426886221702,7.94322469151024,8.13876574812966,6.40174729832262,6.43312570666152,6.84322015310222,6.86461680442355,6.99109881062294,7.17881746929327,6.71336585532783,7.46754764868807,7.38028452402397,6.87825429992247,7.08479993857476,7.18576519905879,7.02957785099173,7.08692850465644,7.13192298321341,7.62383055379743,7.4744441176085,7.67122468124041,7.44899050846162,7.65553437408126,7.71875663687951,7.38034480088223,7.53925305579473,7.56732765638175
26S proteasome non-ATPase regulatory subunit 1,6.99585997207772,6.78634373813093,6.04088185654134,7.69637099357616,7.02199846430891,6.73808590835859,7.38030851086349,6.62729290755548,6.67932979413277,7.25653789330632,6.9123120768124,6.79497376854224,6.89563305414797,6.26714826005821,6.62471720426247,7.83448348444067,7.24984179848554,7.50954748554376,7.37320351896546,7.58986882941054,7.07567134685841,7.1617887128887,7.12062119110835,6.84667211186436,6.44632140919156,6.65907202249178,6.42457854891112,7.10539893073944,7.0305838808931,6.97029557391143,6.94415767648188,7.05425743903931,7.08806594101829,6.98633200644864,6.85245302171783,6.71706577955129,7.3016862517057,7.09945262144633,7.18657626846447,7.83786104328001,7.86112970406332,8.17347766027097,7.70571262863007,8.02756139288067,7.93241233534968,7.55093456917718,7.76215518329995,7.95657941118026,6.19104540121319,6.22636311748978,6.64189952388025,6.66071721839094,6.79016610992802,6.97887238667157,6.50874506202857,7.27096374994407,7.18452728847764,6.67335726047109,6.88340607577444,6.98352681427245,6.8208951294997,6.88204413162907,6.92933614658135,7.42913566965894,7.27632681297161,7.47979389118848,7.25393058429291,7.46350655804841,7.5289287813382,7.17921923332321,7.34246136877708,7.3730986035617
26S proteasome non-ATPase regulatory subunit 10,6.64138270002418,6.43124100002418,5.68170500002418,7.34099960002419,6.66840300002418,6.38412430002419,7.02338500002418,6.27291700002418,6.32362170002418,6.90172500002418,6.5561876000242,6.44245960002418,6.54469730002419,5.91321130002418,6.27022930002418,7.47938160002418,6.89704600002419,7.15938330002419,7.02185060002418,7.23870100002418,6.72485000002418,6.81048500002419,6.77268900002418,6.50349100002418,6.08493100002418,6.29598600002419,6.06774100002419,6.73830750002418,6.66492200002418,6.60576300002419,6.5779230000242,6.68836300002419,6.72249940002418,6.62253140002418,6.4910145000242,6.36045200002419,6.95434400002418,6.7571030000242,6.84455300002418,7.49456070002418,7.51848550002419,7.82284980002418,7.36308960002418,7.67727400002419,7.58075100002418,7.20703360002419,7.41761400002419,7.6122394000242,5.84141250002418,5.8759484000242,6.29163270002418,6.31341400002418,6.44241480002418,6.6337430000242,6.15970400002418,6.92823000002418,6.83912000002418,6.32755200002419,6.53625870002418,6.63673900002418,6.48465440002418,6.54267740002418,6.58942800002418,7.09162950002418,6.93824150002418,7.14141700002418,6.91485070002419,7.12614630002418,7.19109060002418,6.84018370002418,7.00289300002418,7.03431300002418
26S proteasome non-ATPase regulatory subunit 11,6.98421196298567,6.77237969250081,6.01886513213531,7.68839408515032,7.00736492323757,6.71998219503155,7.37013230303076,6.60734749963003,6.66367443831098,7.24572714987005,6.89899790389536,6.78255922667989,6.88667457520853,6.25050514852165,6.60882431242222,7.83093516466526,7.24087732195541,7.50171627271196,7.36621172581319,7.58394698391485,7.06313710498276,7.15419724530208,7.11290596736768,6.83168895968478,6.42176740929491,6.63530885909453,6.40356227204918,7.08437142582884,7.00880523127598,6.94832711255066,6.92176934813793,7.03231683982337,7.06724756472024,6.96442743185207,6.83192841168293,6.69644576553232,7.29146618350295,7.09301733590886,7.1823640212725,7.83464503897594,7.8594717082338,8.1725444408899,7.70234204375497,8.02390408113409,7.92855069073298,7.54555143719696,7.75978182175822,7.95523418373946,6.17017961340747,6.20622000253988,6.62703429546149,6.64430900043695,6.77485249580425,6.96786488584307,6.48945401796058,7.26652915603712,7.17617803863833,6.65684708504974,6.87006660711909,6.97112068059119,6.80184765537392,6.86470962261836,6.91442612664276,7.41942612124546,7.26419960207773,7.47083783707707,7.23985301831005,7.45383413516046,7.52070778473905,7.16571921000321,7.33138246765852,7.36381888803067
26S proteasome non-ATPase regulatory subunit 12,6.86140285937419,6.65498283781173,5.91495874604092,7.55121926618408,6.88824018802928,6.61233383181621,7.24005756120582,6.49658503339661,6.55600857285189,7.1186517631009,6.78250234125028,6.67038016738826,6.7620071406284,6.14207190381841,6.49229663227631,7.68433514623118,7.10968321826838,7.37622985900478,7.22830941086633,7.45361489949301,6.94611975912921,7.026592655106,6.99104236247139,6.72352230078399,6.29973673681266,6.51138731730959,6.28156013926465,6.95374519907263,6.87983322770453,6.81553424647908,6.79236112620302,6.90198031359606,6.93463856690859,6.83469349315947,6.70072460771706,6.56977653696987,7.16113793851083,6.96215758539052,7.04633544148012,7.68712949748141,7.70449145826514,8.0050046335173,7.55283733107962,7.86174371714933,7.76605298857617,7.40703898573159,7.61249535705012,7.80547834280291,6.0706437209709,6.10134518572534,6.51013215005566,6.53496022743053,6.6633508078158,6.8473484097963,6.38351462425196,7.129656284417,7.05094683520199,6.5519146161204,6.75649405898603,6.85313231739291,6.69814187434952,6.75556103750663,6.80139001656008,7.29532052113949,7.14664134996401,7.34558555377321,7.12225413949435,7.32966527680663,7.39285452902954,7.05164101910455,7.21278491225314,7.24129868883726
26S proteasome non-ATPase regulatory subunit 13,7.15185186288551,6.94133449736878,6.19468183749052,7.85514667291328,7.17843443647965,6.89941614478272,7.53824445165107,6.78355206308314,6.84694982306042,7.4123473712333,7.07077501162085,6.96045318772543,7.05338681578253,6.43257223073285,6.78105508038838,7.99591980859018,7.40951786587412,7.68253133916383,7.53065046585037,7.75925104601871,7.24388974905105,7.3229174699083,7.29070625974778,7.01970946537902,6.59295947652112,6.80816159692577,6.57600827812791,7.25727813638424,7.18283390242842,7.11771802706586,7.094736004207,7.20500104273098,7.23876734417792,7.13621850530245,7.00103850633568,6.87054391530813,7.45368897219349,7.2496924663531,7.33544148934735,7.99445674673656,8.01359482267212,8.3218625379502,7.85888313800214,8.17459111824159,8.07794630322473,7.70683350538633,7.9181960415061,8.11481682277489,6.35100916431941,6.38682998283967,6.80169269177336,6.82874119826564,6.95659850224122,7.14264388880783,6.67473391260492,7.42749493974627,7.34710378334128,6.84576706640406,7.05255366749437,7.15347790808314,6.99281298623988,7.05139265681903,7.09834043514645,7.59378461140768,7.44577023099463,7.64311495574747,7.41875868530303,7.62681005576302,7.69112451562046,7.35076174601774,7.51188148643903,7.5385778737282
26S proteasome non-ATPase regulatory subunit 14,6.79917174677906,6.59585306403792,5.87919404037706,7.47515370785457,6.81652620631264,6.5411649610571,7.17058393261685,6.43362428112345,6.49492108642807,7.04861572950409,6.7165048307069,6.60665318823887,6.70415886839124,6.1018870647691,6.43823618231112,7.60634389097512,7.04061630642999,7.29295463980128,7.16131575518435,7.36955430031337,6.86924979528956,6.95799235705972,6.92258347847052,6.65711263335928,6.25620164124891,6.45928090874796,6.24315377545527,6.88724946234336,6.81437501633832,6.7585839933317,6.72814444837808,6.8378946521945,6.87183547014857,6.77328076943766,6.64763437563011,6.5207292612225,7.09542136183077,6.90739164395573,6.99354292222815,7.61278895421444,7.63923210314726,7.93741600585088,7.48911560591157,7.79930587718065,7.70757036629131,7.33516194007445,7.54129896081268,7.73149689504139,6.03492455572832,6.07032596384516,6.46980628133941,6.48562402918788,6.60856283055192,6.79613931198916,6.33662079526567,7.08398156916935,6.98877167984039,6.49915528697399,6.70160539380332,6.80221246788851,6.63857430540273,6.69776623420864,6.74333146067867,7.22443224538393,7.07936792002781,7.27222277120638,7.05357942066872,7.25490888899476,7.31557830920749,6.98747747584106,7.14508269321879,7.17192855290513
26S proteasome non-ATPase regulatory subunit 2,6.97735967781843,6.76979740111563,6.03621003382556,7.67467200484338,7.00667213647831,6.72810286015017,7.35961741190801,6.61453483804647,6.67153523356029,7.23758787928967,6.8959545693266,6.78357817318852,6.87824901083689,6.26410898283343,6.61088703112957,7.80671161619801,7.22877180794576,7.49152854732972,7.34987733534626,7.56990456082343,7.0611018440241,7.14200731376806,7.10503174136163,6.83856934662806,6.4320470423017,6.64317208524887,6.4127252132895,7.08353666919801,7.00973844147719,6.94821329012958,6.92358422572977,7.03262726326478,7.06643263710246,6.96461032609746,6.83260764686511,6.70167002537741,7.27911157625555,7.07830183217009,7.16335790897821,7.80663752649135,7.82690615563175,8.13014883041141,7.67503173954049,7.98600517308595,7.89133679205311,7.52620475962471,7.73270173683017,7.92480512224584,6.18582897636188,6.22343489540028,6.63160999017188,6.6537644470991,6.78096243798754,6.9665018008393,6.50251074488151,7.24677994369687,7.16792308086248,6.66849074665671,6.87364358073496,6.97176171196132,6.80866208480021,6.86818337848265,6.91468650446635,7.40687285047873,7.25907935212386,7.45620684714289,7.23390075182423,7.4403580458623,7.50401661286535,7.16483055771303,7.3241455109165,7.351833771311
26S proteasome non-ATPase regulatory subunit 3,7.23779586883645,7.01815872233007,6.24200071170473,7.96664935581885,7.27136022899941,6.97871563009263,7.6356314947314,6.86177757278259,6.91357685415804,7.51115784497978,7.15087308875088,7.03002890960174,7.1298078357057,6.48058564205395,6.85456861191804,8.10296475003775,7.49686205931837,7.76648558009674,7.62490887399969,7.8496186853844,7.3232388397303,7.40631569128244,7.36247363489022,7.08601018464073,6.66759224041939,6.88613611794912,6.64315840843186,7.34936326872549,7.27218756351448,7.20294608721465,7.18561200031725,7.29387956174521,7.32822358705105,7.22245014041037,7.08314094593136,6.94393280421894,7.56074100386967,7.34491422942854,7.43460005657002,8.11063392082925,8.13027141176139,8.45135222416322,7.97062736415817,8.29998923152083,8.20263152471553,7.82059907898657,8.03516437107374,8.23312676840817,6.39619253951407,6.43278926246556,6.86977035974152,6.89603503123558,7.03327328031324,7.22335956994802,6.73973985685291,7.51630977553107,7.44169973142431,6.90834273261586,7.12673625340756,7.22315744574137,7.03758906231571,7.10679146899352,7.15817374143388,7.68074423589818,7.5218607717763,7.73225560826979,7.50057000396077,7.71587958476474,7.7849892390612,7.42303625870884,7.5920357238713,7.62146278073889
26S proteasome non-ATPase regulatory subunit 5,6.96344356762713,6.75801622314346,6.01541586341324,7.65748401466013,6.99038915498227,6.71121141275351,7.343363318267,6.59784023467982,6.65506198785513,7.22222797530026,6.88215732401268,6.76945138532788,6.86299986433259,6.24329838195933,6.59241885051396,7.79104895745911,7.21331618405523,7.47445808343932,7.33392310724517,7.55439507253748,7.04581003109295,7.12789920214095,7.09053666218308,6.82319002758455,6.4031977184192,6.61490976518321,6.3876392893879,7.05687552356703,6.98188430375648,6.91952771057095,6.89543745785601,7.00482903165915,7.03843758366305,6.93616304165997,6.80525365159329,6.67307135367601,7.27010195086378,7.07184740937607,7.15952286559025,7.79888285970041,7.82035312988224,8.12384465349505,7.66719245406194,7.97902359147061,7.88466348435159,7.51728570693839,7.72534570185098,7.91845949759446,6.17313763004042,6.20466250731016,6.61676846181673,6.63851554803184,6.76635862094229,6.95355280536827,6.4866846631641,7.24065197093597,7.15603615224948,6.65390313127336,6.86049505720899,6.96029972002224,6.79835728968162,6.85785150330153,6.90358513433597,7.39618117865896,7.24785414564791,7.44538278930944,7.22218226193422,7.42910244529378,7.49253118776598,7.15266420830145,7.31257868217972,7.34239568427465
26S proteasome non-ATPase regulatory subunit 6,6.82916826530324,6.61993154410338,5.88070682343056,7.52804574044666,6.86118270025896,6.58137525249381,7.2134419188138,6.47041071989077,6.52338341613878,7.09078791085624,6.74771418874454,6.63197921525678,6.73013388156233,6.11317819320201,6.46377169697275,7.66086864980463,7.08432264038195,7.34174151457255,7.20756316584124,7.42072240756323,6.91655556517131,6.9953621915769,6.9561066030884,6.69327745443528,6.28938169741243,6.50021515921273,6.26087504435322,6.94730465998696,6.87272424256798,6.80482871258872,6.78883107717498,6.89328646205314,6.92720839277858,6.82460236428278,6.68905070814527,6.5524736481759,7.13738566407349,6.9338793175249,7.01945606594317,7.66346745164459,7.68356432357041,7.99103162807344,7.53090739544082,7.84719808695916,7.75421714732084,7.38388188506698,7.58976432303825,7.78095639460203,6.04925259790974,6.08237324535868,6.4888028526624,6.51582475537699,6.64407534712475,6.82690920978552,6.36915734384868,7.10981452014574,7.03237017562916,6.52999497729275,6.73513962058904,6.83255812245107,6.67095703249883,6.72917316436736,6.77437667536377,7.27101829559595,7.12112851141175,7.31770607773743,7.09726004646274,7.30133203154573,7.36465928260473,7.02833442282423,7.18697866435041,7.21291231690828
26S proteasome non-ATPase regulatory subunit 7,6.80782319431164,6.59880969999747,5.84886925706711,7.50385353122564,6.83259640933196,6.54991353550077,7.18963307354355,6.43459655161376,6.4944083530707,7.0681000099544,6.72396852223819,6.61527597206119,6.71187776899136,6.08594650123928,6.43456182759141,7.64980171538858,7.06268636084911,7.33283327028026,7.18707892236623,7.41070149295177,6.8940919197051,6.97748922408773,6.94505055452667,6.67477751615615,6.25276476317318,6.46792683099441,6.23795838113961,6.91327223377219,6.83905596303361,6.7798245676551,6.74999171505737,6.86297077404627,6.89761411434161,6.79788277559515,6.66386240356795,6.53347846522298,7.1179416535183,6.92280124940315,7.01017165825116,7.6596298219017,7.68174136195261,7.98729514762097,7.52721783206222,7.84169543467932,7.74381619974832,7.37003037145029,7.58342954401938,7.78301271738478,6.02103615990586,6.05273104259383,6.46770956864611,6.4901805007685,6.61771791027451,6.80728104642053,6.33763977586137,7.10110796985474,7.00991436427696,6.50796198691764,6.71508343115606,6.81692921685538,6.66117616838058,6.71768985613207,6.76411116638106,7.26553464881112,7.1142748793002,7.31594571348558,7.08859349571303,7.29918299358337,7.3614998664723,7.01736203913527,7.18167243334695,7.21007360384264
26S proteasome non-ATPase regulatory subunit 8,7.11286203306589,6.90765547475747,6.16006071188173,7.8075287663533,7.1272119293525,6.84257637990571,7.49485347633537,6.73254713965579,6.79868674247232,7.36865679607953,7.02939836943689,6.91443484763834,7.01431864460364,6.38897060649781,6.73781947275586,7.94546685198097,7.3613225380772,7.62431232446424,7.48467640586454,7.7044441557774,7.18069969081492,7.27673185465432,7.24182141349046,6.96290200508393,6.52596438157124,6.73840755106064,6.51598738422237,7.18348238149681,7.10751648946491,7.05040173791222,7.01639824424368,7.13289287849169,7.16752672844315,7.06452024320072,6.9363757537851,6.80452317358606,7.4168665768924,7.22442476944703,7.3141934330195,7.95248737145391,7.97911151827776,8.28565402846495,7.82372904039892,8.14208585438906,8.04617069573943,7.66416054493805,7.87915995263771,8.07748874582894,6.32946425312474,6.35944201944029,6.7699696137989,6.7861794734308,6.91056123995799,7.10452840094558,6.6314742116991,7.40359719101559,7.30202195743862,6.80265926459084,7.01018910892966,7.11884933906905,6.95875566235244,7.01088785801745,7.0562926911278,7.54587713175102,7.39609319300706,7.59281773800804,7.36654277892567,7.5748156711438,7.63821343096415,7.30323309936685,7.46219337294209,7.49143429076464
